layout_id,layout_family,variation_name,room_id,room_type,apartment_id,floor_id,zone_type,object_name,centroid_x,centroid_y,centroid_z,area,volume,width,depth,height,is_closed,has_door_geometry,has_window_geometry
BB_01,two_bars,compact_baseline,BB_01_F00_0_Bath_01,Bath,0,0,service,BB_01_F00_0_Bath_01,1.068182,4.175000,5.400000,27.402727,9.168000,1.736364,1.650000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_0_Bedroom_01,Bedroom,0,0,private,BB_01_F00_0_Bedroom_01,1.068182,1.675000,5.400000,40.237273,16.391273,1.736364,2.950000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_0_Hall_01,Hall,0,0,circulation,BB_01_F00_0_Hall_01,2.545455,2.600000,5.400000,43.810909,12.567273,0.818182,4.800000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_0_Kitchen_01,Kitchen,0,0,private,BB_01_F00_0_Kitchen_01,4.327273,4.175000,5.400000,33.310909,12.384000,2.345455,1.650000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_0_Living_01,Living,0,0,private,BB_01_F00_0_Living_01,4.327273,1.675000,5.400000,47.729091,22.141091,2.345455,2.950000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_1_Bath_01,Bath,1,0,service,BB_01_F00_1_Bath_01,1.068182,7.825000,5.400000,27.402727,9.168000,1.736364,1.650000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_1_Bedroom_01,Bedroom1,1,0,private,BB_01_F00_1_Bedroom_01,1.068182,10.325000,5.400000,40.237273,16.391273,1.736364,2.950000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_1_Hall_01,Hall,1,0,circulation,BB_01_F00_1_Hall_01,2.545455,9.400000,5.400000,43.810909,12.567273,0.818182,4.800000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_1_Kitchen_01,Kitchen,1,0,private,BB_01_F00_1_Kitchen_01,4.327273,7.370000,5.400000,23.218182,5.554036,2.345455,0.740000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_1_Bedroom_02,Bedroom2,1,0,private,BB_01_F00_1_Bedroom_02,4.327273,8.880000,5.400000,35.861818,14.110255,2.345455,1.880000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_1_Living_01,Living,1,0,private,BB_01_F00_1_Living_01,4.327273,10.910000,5.400000,34.752727,13.359709,2.345455,1.780000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_2_Bath_01,Bath,2,0,service,BB_01_F00_2_Bath_01,6.618182,4.175000,5.400000,28.372727,9.696000,1.836364,1.650000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_2_Bedroom_01,Bedroom1,2,0,private,BB_01_F00_2_Bedroom_01,6.618182,1.675000,5.400000,41.467273,17.335273,1.836364,2.950000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_2_Hall_01,Hall,2,0,circulation,BB_01_F00_2_Hall_01,8.145455,2.600000,5.400000,43.810909,12.567273,0.818182,4.800000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_2_Kitchen_01,Kitchen,2,0,private,BB_01_F00_2_Kitchen_01,9.927273,4.630000,5.400000,23.218182,5.554036,2.345455,0.740000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_2_Bedroom_02,Bedroom2,2,0,private,BB_01_F00_2_Bedroom_02,9.927273,3.120000,5.400000,35.861818,14.110255,2.345455,1.880000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_2_Living_01,Living,2,0,private,BB_01_F00_2_Living_01,9.927273,1.090000,5.400000,34.752727,13.359709,2.345455,1.780000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_3_Bath_01,Bath,3,0,service,BB_01_F00_3_Bath_01,6.377778,7.964286,5.400000,26.246984,8.365714,1.355556,1.928571,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_3_Kitchen_01,Kitchen,3,0,private,BB_01_F00_3_Kitchen_01,6.377778,10.464286,5.400000,33.015238,11.588063,1.355556,2.671429,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_3_Hall_01,Hall,3,0,circulation,BB_01_F00_3_Hall_01,7.622222,9.400000,5.400000,42.453333,11.264000,0.733333,4.800000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_3_Living_01,Living,3,0,private,BB_01_F00_3_Living_01,9.644444,9.400000,5.400000,77.297778,44.714667,2.911111,4.800000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_4_Bath_01,Bath,4,0,service,BB_01_F00_4_Bath_01,13.577778,4.035714,5.400000,26.246984,8.365714,1.355556,1.928571,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_4_Kitchen_01,Kitchen,4,0,private,BB_01_F00_4_Kitchen_01,13.577778,1.535714,5.400000,33.015238,11.588063,1.355556,2.671429,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_4_Hall_01,Hall,4,0,circulation,BB_01_F00_4_Hall_01,14.822222,2.600000,5.400000,42.453333,11.264000,0.733333,4.800000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_4_Living_01,Living,4,0,private,BB_01_F00_4_Living_01,16.844444,2.600000,5.400000,77.297778,44.714667,2.911111,4.800000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_5_Bath_01,Bath,5,0,service,BB_01_F00_5_Bath_01,13.818182,7.825000,5.400000,28.372727,9.696000,1.836364,1.650000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_5_Bedroom_01,Bedroom,5,0,private,BB_01_F00_5_Bedroom_01,13.818182,10.325000,5.400000,41.467273,17.335273,1.836364,2.950000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_5_Hall_01,Hall,5,0,circulation,BB_01_F00_5_Hall_01,15.345455,9.400000,5.400000,43.810909,12.567273,0.818182,4.800000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_5_Kitchen_01,Kitchen,5,0,private,BB_01_F00_5_Kitchen_01,17.127273,7.825000,5.400000,33.310909,12.384000,2.345455,1.650000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_5_Living_01,Living,5,0,private,BB_01_F00_5_Living_01,17.127273,10.325000,5.400000,47.729091,22.141091,2.345455,2.950000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_6_Bath_01,Bath,6,0,service,BB_01_F00_6_Bath_01,19.418182,4.175000,5.400000,28.372727,9.696000,1.836364,1.650000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_6_Bedroom_01,Bedroom,6,0,private,BB_01_F00_6_Bedroom_01,19.418182,1.675000,5.400000,41.467273,17.335273,1.836364,2.950000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_6_Hall_01,Hall,6,0,circulation,BB_01_F00_6_Hall_01,20.945455,2.600000,5.400000,43.810909,12.567273,0.818182,4.800000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_6_Kitchen_01,Kitchen,6,0,private,BB_01_F00_6_Kitchen_01,22.677273,4.175000,5.400000,32.340909,11.856000,2.245455,1.650000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_6_Living_01,Living,6,0,private,BB_01_F00_6_Living_01,22.677273,1.675000,5.400000,46.499091,21.197091,2.245455,2.950000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_7_Bath_01,Bath,7,0,service,BB_01_F00_7_Bath_01,19.418182,7.825000,5.400000,28.372727,9.696000,1.836364,1.650000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_7_Bedroom_01,Bedroom1,7,0,private,BB_01_F00_7_Bedroom_01,19.418182,10.325000,5.400000,41.467273,17.335273,1.836364,2.950000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_7_Hall_01,Hall,7,0,circulation,BB_01_F00_7_Hall_01,20.945455,9.400000,5.400000,43.810909,12.567273,0.818182,4.800000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_7_Kitchen_01,Kitchen,7,0,private,BB_01_F00_7_Kitchen_01,22.677273,7.370000,5.400000,22.430182,5.317236,2.245455,0.740000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_7_Bedroom_02,Bedroom2,7,0,private,BB_01_F00_7_Bedroom_02,22.677273,8.880000,5.400000,34.845818,13.508655,2.245455,1.880000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F00_7_Living_01,Living,7,0,private,BB_01_F00_7_Living_01,22.677273,10.910000,5.400000,33.756727,12.790109,2.245455,1.780000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F01_8_Bath_01,Bath,8,1,service,BB_01_F01_8_Bath_01,1.068182,27.175000,5.400000,27.402727,9.168000,1.736364,1.650000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F01_8_Bedroom_01,Bedroom1,8,1,private,BB_01_F01_8_Bedroom_01,1.068182,24.675000,5.400000,40.237273,16.391273,1.736364,2.950000,3.200000,true,unknown,unknown
BB_01,two_bars,compact_baseline,BB_01_F01_8_Hall_01,Hall,8,1,circulation,BB_01_F01_8_Hall_01,2.545455,25.600000,5.400000,43.810909,12.567273,0.818182,4.800000,3.200000,true,unknown,unknown
