layout_id,node_id,node_name,node_role,space_type,zone_type,apartment_id,floor_id,physical_floor,area,volume,X,Y,Z
BB_02,0,BB_02_F00_0_Bath_01,room,Bath,service,,0,0,27.87303,9.424,1.0924,4.175,5.4
BB_02,1,BB_02_F02_24_Bath_01,room,Bath,service,24,2,1,27.87303,9.424,1.0924,4.175,8.6
BB_02,2,BB_02_F04_48_Bath_01,room,Bath,service,48,4,2,27.87303,9.424,1.0924,4.175,11.8
BB_02,3,BB_02_F00_0_Bedroom_01,room,Bedroom1,private,,0,0,40.833636,16.84897,1.0924,1.675,5.4
BB_02,4,BB_02_F02_24_Bedroom_01,room,Bedroom1,private,24,2,1,40.833636,16.84897,1.0924,1.675,8.6
BB_02,5,BB_02_F04_48_Bedroom_01,room,Bedroom1,private,48,4,2,40.833636,16.84897,1.0924,1.675,11.8
BB_02,6,BB_02_F00_0_Hall_01,room,Hall,circulation,,0,0,44.198788,12.939636,2.6061,2.6,5.4
BB_02,7,BB_02_F02_24_Hall_01,room,Hall,circulation,24,2,1,44.198788,12.939636,2.6061,2.6,8.6
BB_02,8,BB_02_F04_48_Hall_01,room,Hall,circulation,48,4,2,44.198788,12.939636,2.6061,2.6,11.8
BB_02,9,BB_02_F00_0_Kitchen_01,room,Kitchen,private,,0,0,23.695758,5.697552,4.4303,4.63,5.4
BB_02,10,BB_02_F02_24_Kitchen_01,room,Kitchen,private,24,2,1,23.695758,5.697552,4.4303,4.63,8.6
BB_02,11,BB_02_F04_48_Kitchen_01,room,Kitchen,private,48,4,2,23.695758,5.697552,4.4303,4.63,11.8
BB_02,12,BB_02_F00_0_Bedroom_02,room,Bedroom2,private,,0,0,36.477576,14.474861,4.4303,3.12,5.4
BB_02,13,BB_02_F02_24_Bedroom_02,room,Bedroom2,private,24,2,1,36.477576,14.474861,4.4303,3.12,8.6
BB_02,14,BB_02_F04_48_Bedroom_02,room,Bedroom2,private,48,4,2,36.477576,14.474861,4.4303,3.12,11.8
BB_02,15,BB_02_F00_0_Living_01,room,Living,private,,0,0,35.356364,13.704921,4.4303,1.09,5.4
BB_02,16,BB_02_F02_24_Living_01,room,Living,private,24,2,1,35.356364,13.704921,4.4303,1.09,8.6
BB_02,17,BB_02_F04_48_Living_01,room,Living,private,48,4,2,35.356364,13.704921,4.4303,1.09,11.8
BB_02,18,BB_02_F00_1_Bath_01,room,Bath,service,1,0,0,25.601164,7.977143,0.8463,7.9643,5.4
BB_02,19,BB_02_F02_25_Bath_01,room,Bath,service,25,2,1,25.601164,7.977143,0.8463,7.9643,8.6
BB_02,20,BB_02_F04_49_Bath_01,room,Bath,service,49,4,2,25.601164,7.977143,0.8463,7.9643,11.8
BB_02,21,BB_02_F00_1_Kitchen_01,room,Kitchen,private,1,0,0,32.275873,11.04982,0.8463,10.4643,5.4
BB_02,22,BB_02_F02_25_Kitchen_01,room,Kitchen,private,25,2,1,32.275873,11.04982,0.8463,10.4643,8.6
BB_02,23,BB_02_F04_49_Kitchen_01,room,Kitchen,private,49,4,2,32.275873,11.04982,0.8463,10.4643,11.8
BB_02,24,BB_02_F00_1_Hall_01,room,Hall,circulation,1,0,0,42.808889,11.605333,2.0704,9.4,5.4
BB_02,25,BB_02_F02_25_Hall_01,room,Hall,circulation,25,2,1,42.808889,11.605333,2.0704,9.4,8.6
BB_02,26,BB_02_F04_49_Hall_01,room,Hall,circulation,49,4,2,42.808889,11.605333,2.0704,9.4,11.8
BB_02,27,BB_02_F00_1_Living_01,room,Living,private,1,0,0,78.482963,45.852444,4.1407,9.4,5.4
BB_02,28,BB_02_F02_25_Living_01,room,Living,private,25,2,1,78.482963,45.852444,4.1407,9.4,8.6
BB_02,29,BB_02_F04_49_Living_01,room,Living,private,49,4,2,78.482963,45.852444,4.1407,9.4,11.8
BB_02,30,BB_02_F00_2_Bath_01,room,Bath,service,2,0,0,26.626878,8.594286,6.5296,4.0357,5.4
BB_02,31,BB_02_F02_26_Bath_01,room,Bath,service,26,2,1,26.626878,8.594286,6.5296,4.0357,8.6
BB_02,32,BB_02_F04_50_Bath_01,room,Bath,service,50,4,2,26.626878,8.594286,6.5296,4.0357,11.8
BB_02,33,BB_02_F00_2_Kitchen_01,room,Kitchen,private,2,0,0,33.450159,11.904677,6.5296,1.5357,5.4
BB_02,34,BB_02_F02_26_Kitchen_01,room,Kitchen,private,26,2,1,33.450159,11.904677,6.5296,1.5357,8.6
BB_02,35,BB_02_F04_50_Kitchen_01,room,Kitchen,private,50,4,2,33.450159,11.904677,6.5296,1.5357,11.8
BB_02,36,BB_02_F00_2_Hall_01,room,Hall,circulation,2,0,0,42.808889,11.605333,7.8037,2.6,5.4
BB_02,37,BB_02_F02_26_Hall_01,room,Hall,circulation,26,2,1,42.808889,11.605333,7.8037,2.6,8.6
BB_02,38,BB_02_F04_50_Hall_01,room,Hall,circulation,50,4,2,42.808889,11.605333,7.8037,2.6,11.8
BB_02,39,BB_02_F00_2_Living_01,room,Living,private,2,0,0,78.482963,45.852444,9.8741,2.6,5.4
BB_02,40,BB_02_F02_26_Living_01,room,Living,private,26,2,1,78.482963,45.852444,9.8741,2.6,8.6
BB_02,41,BB_02_F04_50_Living_01,room,Living,private,50,4,2,78.482963,45.852444,9.8741,2.6,11.8
BB_02,42,BB_02_F00_3_Bath_01,room,Bath,service,3,0,0,28.84303,9.952,6.7758,7.825,5.4
BB_02,43,BB_02_F02_27_Bath_01,room,Bath,service,27,2,1,28.84303,9.952,6.7758,7.825,8.6
BB_02,44,BB_02_F04_51_Bath_01,room,Bath,service,51,4,2,28.84303,9.952,6.7758,7.825,11.8
BB_02,45,BB_02_F00_3_Bedroom_01,room,Bedroom,private,3,0,0,42.063636,17.79297,6.7758,10.325,5.4
BB_02,46,BB_02_F02_27_Bedroom_01,room,Bedroom,private,27,2,1,42.063636,17.79297,6.7758,10.325,8.6
BB_02,47,BB_02_F04_51_Bedroom_01,room,Bedroom,private,51,4,2,42.063636,17.79297,6.7758,10.325,11.8
BB_02,48,BB_02_F00_3_Hall_01,room,Hall,circulation,3,0,0,44.198788,12.939636,8.3394,9.4,5.4
BB_02,49,BB_02_F02_27_Hall_01,room,Hall,circulation,27,2,1,44.198788,12.939636,8.3394,9.4,8.6
BB_02,50,BB_02_F04_51_Hall_01,room,Hall,circulation,51,4,2,44.198788,12.939636,8.3394,9.4,11.8
BB_02,51,BB_02_F00_3_Kitchen_01,room,Kitchen,private,3,0,0,33.898788,12.704,10.1636,7.825,5.4
BB_02,52,BB_02_F02_27_Kitchen_01,room,Kitchen,private,27,2,1,33.898788,12.704,10.1636,7.825,8.6
BB_02,53,BB_02_F04_51_Kitchen_01,room,Kitchen,private,51,4,2,33.898788,12.704,10.1636,7.825,11.8
BB_02,54,BB_02_F00_3_Living_01,room,Living,private,3,0,0,48.474545,22.713212,10.1636,10.325,5.4
